lanes,is_intersection,is_two_way_street,bike_maneuver,vehicle_maneuver,maneuver_direction,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,is_bike_infringement,vehicle_speed_mean,vehicle_speed_min,vehicle_speed_max,distance_mean,distance_min,distance_max,bike_speed_mean,bike_speed_min,bike_speed_max,level,binary_risk
1,1,1,straight,stop,same_direction,0,1,1,0,0,1,1,0.761411419980208,0.0001575055,5.040164,4.5704695625,1.998211,9.193505,34.0902673958333,33.43419,34.47849,easy,danger
1,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,19.9572262686567,19.86667,20.00006,4.3248323880597,1.439243,9.344174,30.0404270149253,29.58566,30.50138,normal,danger
1,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,1.19447143381578e-05,8.565902e-07,3.174738e-05,5.11656572039473,1.620348,9.546968,11.0421634703947,6.266676,26.0085,hard,danger
3,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,19.9787253448275,19.86735,20.00343,3.75826876293103,1.660992,9.540166,32.5111684482758,25.38348,41.70543,hard,danger
2,0,1,stop,straight,same_direction,0,0,0,0,1,0,1,19.970618503937,19.86662,20.00443,4.17976526771653,1.48217,9.54683,1.14202660682677,0.009022457,3.773043,normal,danger
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,29.8939819402985,29.46006,30.00171,4.552971,1.778467,9.439281,20.4773820895522,20.1889,20.90059,hard,danger
1,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,7.32432605914396e-05,5.300152e-06,9.090564e-05,3.56169356420233,1.735145,7.151927,10.3140206108949,6.468718,16.29924,normal,danger
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.85883,49.39886,50.00325,4.01575789333333,0.6250479,9.501068,3.84353598666666,3.662136,3.952168,hard,danger
2,1,1,turn left,turn left,same_direction,0,0,1,0,1,1,1,0.0004930453521192,1.011847e-05,0.003541037,4.28234014569536,1.340578,9.186583,20.7899843046357,19.40462,21.78224,hard,danger
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,0.0001673539536764,0.0001477083,0.0001885569,4.08893967058823,0.8384571,9.580214,25.2300535294117,22.7536,27.74249,hard,danger
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,16.501479965616,9.647115,20.00005,3.72888266762177,1.66105,7.060308,16.6442537535816,6.189211,43.05401,normal,danger
2,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,9.93097857627118e-05,9.109116e-05,0.000106602,3.97536786016949,1.659996,9.490091,11.2286004237288,10.26331,13.24796,easy,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.8498802631579,49.52668,50.00069,4.32193539473684,1.22038,9.384918,40.9746507894736,40.04068,41.88564,hard,danger
1,1,0,turn_right,stop,opposite_direction,0,0,1,0,1,1,1,0.0001139566974358,0.0001065384,0.0001187448,3.33949278846153,1.408898,6.934125,8.51397411538461,5.506879,10.90426,hard,danger
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,20.1285567391304,19.34001,21.80001,4.19167267391304,1.495971,9.456216,9.67969207608695,8.492673,10.89845,hard,danger
